PARENT_KEY_ID             ,PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
74867AD200E41EDBA5D8B0C98DC36052  ,50,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,333.18,279.98,53.2
74867AD200E41EDBA5D8B0C98DC36052  ,60,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,74.97,63,11.97
74867AD200E41EDBA5D8B0C98DC36052  ,70,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,499.76,419.97,79.79
74867AD200E41EDBA5D8B0C98DC36052  ,80,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,74.97,63,11.97
74867AD200E41EDBA5D8B0C98DC38052  ,10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,023.40",860,163.4
74867AD200E41EDBA5D8B0C98DC38052  ,20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0C98DC38052  ,30,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
74867AD200E41EDBA5D8B0C98DC38052  ,40,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,535.10","1,290.00",245.1
74867AD200E41EDBA5D8B0C98DC38052  ,50,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0C98DC38052  ,60,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
74867AD200E41EDBA5D8B0C98DC3A052  ,10,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0C98DC3A052  ,20,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0C98DC3A052  ,30,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0C98DC3C052  ,10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,166.20",980,186.2
74867AD200E41EDBA5D8B0C98DC3C052  ,20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
74867AD200E41EDBA5D8B0C98DC3C052  ,30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,"2,259.81","1,899.00",360.81
74867AD200E41EDBA5D8B0C98DC3C052  ,40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,166.20",980,186.2
74867AD200E41EDBA5D8B0C98DC3C052  ,50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.3,70,13.3
74867AD200E41EDBA5D8B0C98DC3C052  ,60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,753.27,633,120.27
74867AD200E41EDBA5D8B0C98DC3C052  ,70,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,749.30","1,470.00",279.3
74867AD200E41EDBA5D8B0C98DC3E052  ,10,74867AD200E41EDBA5D8B06B26F54052  ,ARS          ,34.51,29,5.51
74867AD200E41EDBA5D8B0C98DC3E052  ,20,74867AD200E41EDBA5D8B06B26EFA052  ,ARS          ,253.11,212.7,40.41
74867AD200E41EDBA5D8B0C98DC3E052  ,30,74867AD200E41EDBA5D8B06B26F54052  ,ARS          ,103.53,87,16.53
74867AD200E41EDBA5D8B0C98DC3E052  ,40,74867AD200E41EDBA5D8B06B26EFA052  ,ARS          ,84.37,70.9,13.47
74867AD200E41EDBA5D8B0C98DC40052  ,10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"2,322.88","1,952.00",370.88
74867AD200E41EDBA5D8B0C98DC40052  ,20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DC40052  ,30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
74867AD200E41EDBA5D8B0C98DC40052  ,40,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"3,484.32","2,928.00",556.32
74867AD200E41EDBA5D8B0C98DC40052  ,50,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DC40052  ,60,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
74867AD200E41EDBA5D8B0C98DC40052  ,70,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"1,161.44",976,185.44
74867AD200E41EDBA5D8B0C98DC40052  ,80,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DC40052  ,90,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,39.27,33,6.27
74867AD200E41EDBA5D8B0C98DC42052  ,10,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
74867AD200E41EDBA5D8B0C98DC42052  ,20,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
74867AD200E41EDBA5D8B0C98DC42052  ,30,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,"2,972.62","2,498.00",474.62
74867AD200E41EDBA5D8B0C98DC42052  ,40,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
74867AD200E41EDBA5D8B0C98DC42052  ,50,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,160.65,135,25.65
74867AD200E41EDBA5D8B0C98DC42052  ,60,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,"2,972.62","2,498.00",474.62
74867AD200E41EDBA5D8B0C98DC42052  ,70,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,21.4,17.98,3.42
74867AD200E41EDBA5D8B0C98DC44052  ,10,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
74867AD200E41EDBA5D8B0C98DC44052  ,20,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0C98DC44052  ,30,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
74867AD200E41EDBA5D8B0C98DC44052  ,40,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14,2.66
74867AD200E41EDBA5D8B0C98DC44052  ,50,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
74867AD200E41EDBA5D8B0C98DC44052  ,60,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,49.98,42,7.98
74867AD200E41EDBA5D8B0C98DC46052  ,10,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"4,280.43","3,597.00",683.43
74867AD200E41EDBA5D8B0C98DC46052  ,20,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
74867AD200E41EDBA5D8B0C98DC46052  ,30,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,410.55,345,65.55
74867AD200E41EDBA5D8B0C98DC46052  ,40,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"4,280.43","3,597.00",683.43
74867AD200E41EDBA5D8B0C98DC46052  ,50,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
74867AD200E41EDBA5D8B0C98DC46052  ,60,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,410.55,345,65.55
74867AD200E41EDBA5D8B0C98DC46052  ,70,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DC46052  ,80,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,8.21,6.9,1.31
74867AD200E41EDBA5D8B0C98DC46052  ,90,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,821.1,690,131.1
74867AD200E41EDBA5D8B0C98DC48052  ,10,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
74867AD200E41EDBA5D8B0C98DC48052  ,20,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,"1,651.72","1,388.00",263.72
74867AD200E41EDBA5D8B0C98DC48052  ,30,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
74867AD200E41EDBA5D8B0C98DC4A052  ,10,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
74867AD200E41EDBA5D8B0C98DC4A052  ,20,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
74867AD200E41EDBA5D8B0C98DC4C052  ,10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,"8,207.43","6,897.00","1,310.43"
74867AD200E41EDBA5D8B0C98DC4C052  ,20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,"6,069.00","5,100.00",969
74867AD200E41EDBA5D8B0C98DC4C052  ,30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,65.45,55,10.45
74867AD200E41EDBA5D8B0C98DC4C052  ,40,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,"5,471.62","4,598.00",873.62
74867AD200E41EDBA5D8B0C98DC4E052  ,10,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
74867AD200E41EDBA5D8B0C98DC4E052  ,20,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,"1,963.50","1,650.00",313.5
74867AD200E41EDBA5D8B0C98DC4E052  ,30,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
74867AD200E41EDBA5D8B0C98DC4E052  ,40,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
74867AD200E41EDBA5D8B0C98DC4E052  ,50,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,"5,890.50","4,950.00",940.5
74867AD200E41EDBA5D8B0C98DC4E052  ,60,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0C98DC50052  ,10,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
74867AD200E41EDBA5D8B0C98DC50052  ,20,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
74867AD200E41EDBA5D8B0C98DC50052  ,30,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
74867AD200E41EDBA5D8B0C98DC50052  ,40,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
74867AD200E41EDBA5D8B0C98DC50052  ,50,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,355.81,299,56.81
74867AD200E41EDBA5D8B0C98DC50052  ,60,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,97.22,81.7,15.52
74867AD200E41EDBA5D8B0C98DC50052  ,70,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
74867AD200E41EDBA5D8B0C98DC50052  ,80,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,291.67,245.1,46.57
74867AD200E41EDBA5D8B0C98DC50052  ,90,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
74867AD200E41EDBA5D8B0C98DC52052  ,10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,"5,471.62","4,598.00",873.62
74867AD200E41EDBA5D8B0C98DC52052  ,20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,"2,023.00","1,700.00",323
74867AD200E41EDBA5D8B0C98DC52052  ,30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,130.9,110,20.9
74867AD200E41EDBA5D8B0C98DC54052  ,10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,535.10","1,290.00",245.1
74867AD200E41EDBA5D8B0C98DC54052  ,20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0C98DC56052  ,10,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,464.1,390,74.1
74867AD200E41EDBA5D8B0C98DC56052  ,20,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,603.33,507,96.33
74867AD200E41EDBA5D8B0C98DC56052  ,30,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,154.7,130,24.7
74867AD200E41EDBA5D8B0C98DC56052  ,40,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
74867AD200E41EDBA5D8B0C98DC58052  ,10,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,"4,284.00","3,600.00",684
74867AD200E41EDBA5D8B0C98DC58052  ,20,74867AD200E41EDBA5D8B06B26F1C052  ,EUR          ,103.53,87,16.53
74867AD200E41EDBA5D8B0C98DC58052  ,30,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,"1,638.63","1,377.00",261.63
74867AD200E41EDBA5D8B0C98DC58052  ,40,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,"4,284.00","3,600.00",684
74867AD200E41EDBA5D8B0C98DC58052  ,50,74867AD200E41EDBA5D8B06B26F1C052  ,EUR          ,69.02,58,11.02
74867AD200E41EDBA5D8B0C98DC58052  ,60,74867AD200E41EDBA5D8B06B26EC2052  ,EUR          ,546.21,459,87.21
74867AD200E41EDBA5D8B0C98DC58052  ,70,74867AD200E41EDBA5D8B06B26F76052  ,EUR          ,"2,856.00","2,400.00",456
74867AD200E41EDBA5D8B0C98DC5A052  ,10,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,117.81,99,18.81
74867AD200E41EDBA5D8B0C98DC5A052  ,20,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,"11,900.00","10,000.00","1,900.00"
74867AD200E41EDBA5D8B0C98DC5A052  ,30,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,"1,425.62","1,198.00",227.62
74867AD200E41EDBA5D8B0C98DC5A052  ,40,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198,37.62
74867AD200E41EDBA5D8B0C98DC5A052  ,50,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,"17,850.00","15,000.00","2,850.00"
74867AD200E41EDBA5D8B0C98DC5A052  ,60,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,"1,425.62","1,198.00",227.62
74867AD200E41EDBA5D8B0C98DC5A052  ,70,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198,37.62
74867AD200E41EDBA5D8B0C98DC5A052  ,80,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,"11,900.00","10,000.00","1,900.00"
74867AD200E41EDBA5D8B0C98DC5A052  ,90,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,"2,138.43","1,797.00",341.43
74867AD200E41EDBA5D8B0C98DC5A052  ,100,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,353.43,297,56.43
74867AD200E41EDBA5D8B0C98DC5C052  ,10,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0C98DC5C052  ,20,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,8.33,7,1.33
74867AD200E41EDBA5D8B0C98DC5C052  ,30,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"3,472.42","2,918.00",554.42
74867AD200E41EDBA5D8B0C98DC5C052  ,40,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0C98DC5C052  ,50,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0C98DC5C052  ,60,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"3,472.42","2,918.00",554.42
74867AD200E41EDBA5D8B0C98DC5C052  ,70,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"2,316.93","1,947.00",369.93
74867AD200E41EDBA5D8B0C98DC5C052  ,80,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,24.99,21,3.99
74867AD200E41EDBA5D8B0C98DC5C052  ,90,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"3,472.42","2,918.00",554.42
74867AD200E41EDBA5D8B0C98DC5C052  ,100,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"2,316.93","1,947.00",369.93
74867AD200E41EDBA5D8B0C98DC5E052  ,10,74867AD200E41EDBA5D8B06B26EB4052  ,EUR          ,"3,412.92","2,868.00",544.92
74867AD200E41EDBA5D8B0C98DC5E052  ,20,74867AD200E41EDBA5D8B06B26F68052  ,EUR          ,558.11,469,89.11
74867AD200E41EDBA5D8B0C98DC5E052  ,30,74867AD200E41EDBA5D8B06B26F0E052  ,EUR          ,61.88,52,9.88
74867AD200E41EDBA5D8B0C98DC5E052  ,40,74867AD200E41EDBA5D8B06B26EB4052  ,EUR          ,"2,275.28","1,912.00",363.28
74867AD200E41EDBA5D8B0C98DC5E052  ,50,74867AD200E41EDBA5D8B06B26F68052  ,EUR          ,558.11,469,89.11
74867AD200E41EDBA5D8B0C98DC5E052  ,60,74867AD200E41EDBA5D8B06B26F0E052  ,EUR          ,61.88,52,9.88
74867AD200E41EDBA5D8B0C98DC5E052  ,70,74867AD200E41EDBA5D8B06B26EB4052  ,EUR          ,"1,137.64",956,181.64
74867AD200E41EDBA5D8B0C98DC5E052  ,80,74867AD200E41EDBA5D8B06B26F68052  ,EUR          ,"1,116.22",938,178.22
74867AD200E41EDBA5D8B0C98DC60052  ,10,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567,107.73
74867AD200E41EDBA5D8B0C98DC60052  ,20,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"3,173.73","2,667.00",506.73
74867AD200E41EDBA5D8B0C98DC60052  ,30,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567,107.73
74867AD200E41EDBA5D8B0C98DC60052  ,40,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"1,057.91",889,168.91
74867AD200E41EDBA5D8B0C98DC60052  ,50,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
74867AD200E41EDBA5D8B0C98DC62052  ,10,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0C98DC62052  ,20,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,94.01,79,15.01
74867AD200E41EDBA5D8B0C98DC62052  ,30,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0C98DC62052  ,40,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0C98DC62052  ,50,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,282.03,237,45.03
74867AD200E41EDBA5D8B0C98DC64052  ,10,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,201.11,169,32.11
74867AD200E41EDBA5D8B0C98DC64052  ,20,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
74867AD200E41EDBA5D8B0C98DC64052  ,30,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
74867AD200E41EDBA5D8B0C98DC64052  ,40,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,464.1,390,74.1
74867AD200E41EDBA5D8B0C98DC64052  ,50,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
74867AD200E41EDBA5D8B0C98DC64052  ,60,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
74867AD200E41EDBA5D8B0C98DC64052  ,70,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,603.33,507,96.33
74867AD200E41EDBA5D8B0C98DC66052  ,10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"3,484.32","2,928.00",556.32
74867AD200E41EDBA5D8B0C98DC66052  ,20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"1,426.81","1,199.00",227.81
74867AD200E41EDBA5D8B0C98DC66052  ,30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,39.27,33,6.27
